ano,mes,data,plataforma,perfil,categoria,tipo_conteudo,seguidores,curtidas,comentarios,compartilhamentos,visualizacoes,alcance,taxa_engajamento,horario_publicacao
2019,9,2019-09-01,X,ModaHoje,Games,Imagem,118242,64072,2394,6500,834733,796879,0.84,21:00
2019,9,2019-09-01,LinkedIn,EducaOnline,Tecnologia,Live,365869,59302,2829,478,1349986,1795166,2.3,18:00
2019,9,2019-09-01,X,TechBrasil,Tecnologia,Stories,847149,7293,2548,7813,649630,1707073,0.65,18:00
2019,9,2019-09-01,Facebook,TechBrasil,Tecnologia,Live,396077,40186,3800,4047,239706,808420,1.35,21:00
2019,9,2019-09-01,X,GamesBR,Entretenimento,Vídeo,938370,42235,2762,5045,954374,1435011,7.65,21:00
2019,9,2019-09-01,LinkedIn,GamesBR,Games,Live,570106,6574,2791,1224,780279,817248,6.96,18:00
2019,9,2019-09-01,TikTok,EducaOnline,Educação,Vídeo,733705,53548,4299,5603,1831921,1637790,11.68,12:00
2019,9,2019-09-01,Instagram,EducaOnline,Tecnologia,Vídeo,258073,19671,4394,3353,36759,564035,4.9,18:00
2019,9,2019-09-01,LinkedIn,EducaOnline,Tecnologia,Carrossel,424882,66214,4004,6714,171880,2091232,4.37,12:00
2019,9,2019-09-01,TikTok,TechBrasil,Educação,Vídeo,822271,72281,4022,5455,715579,1658139,5.48,21:00
2019,9,2019-09-01,YouTube,ModaHoje,Entretenimento,Stories,411359,47439,4323,344,930175,1934266,3.47,21:00
2019,9,2019-09-01,LinkedIn,EducaOnline,Games,Carrossel,152140,10800,961,6819,1522229,34284,8.98,08:00
2019,9,2019-09-01,X,EducaOnline,Entretenimento,Live,776040,52546,4276,2887,253004,1872258,2.24,18:00
2019,9,2019-09-01,YouTube,TechBrasil,Tecnologia,Carrossel,723198,41858,532,3343,235309,873302,5.36,12:00
2019,10,2019-10-01,LinkedIn,GamesBR,Games,Stories,877794,45697,389,1008,1328139,1315249,11.52,21:00
2019,10,2019-10-01,LinkedIn,GamesBR,Educação,Imagem,454904,17678,896,8581,1147687,1204314,7.49,21:00
2019,10,2019-10-01,X,EducaOnline,Entretenimento,Imagem,221324,54318,3573,9363,1643628,774954,2.49,08:00
2019,10,2019-10-01,Instagram,GamesBR,Games,Imagem,983294,68211,970,7052,1872653,144965,7.23,08:00
2019,10,2019-10-01,TikTok,TechBrasil,Entretenimento,Live,964924,23739,4493,9145,1373843,1311629,4.55,18:00
2019,10,2019-10-01,TikTok,ModaHoje,Educação,Live,45371,39537,451,3859,1721943,637458,3.61,21:00
2019,10,2019-10-01,TikTok,ModaHoje,Entretenimento,Imagem,39001,47353,3126,4258,1942668,1315402,8.09,08:00
2019,10,2019-10-01,LinkedIn,GamesBR,Educação,Live,313850,7619,4283,7003,249654,1326374,11.18,12:00
2019,10,2019-10-01,Instagram,GamesBR,Tecnologia,Stories,914838,37545,871,2370,392081,554382,3.4,21:00
2019,10,2019-10-01,YouTube,EducaOnline,Games,Stories,629824,71707,559,1630,550723,1793968,7.69,21:00
2019,10,2019-10-01,Facebook,GamesBR,Educação,Imagem,521983,59053,2801,2432,761916,1573340,8.94,18:00
2019,10,2019-10-01,Instagram,GamesBR,Educação,Stories,575918,21085,4722,7671,1186527,646182,11.22,21:00
2019,10,2019-10-01,YouTube,GamesBR,Games,Vídeo,740282,18886,2166,1143,1384043,1354670,3.01,08:00
2019,10,2019-10-01,YouTube,ModaHoje,Games,Stories,731568,51432,327,3474,1724557,1835066,6.71,21:00
2019,10,2019-10-01,TikTok,EducaOnline,Games,Vídeo,165066,41805,2077,706,1651922,2045179,11.17,18:00
2019,10,2019-10-01,Facebook,ModaHoje,Educação,Stories,278571,14293,3909,4030,1708116,2006530,5.18,08:00
2019,10,2019-10-01,YouTube,EducaOnline,Entretenimento,Vídeo,507419,70389,3850,6300,1273501,1752590,3.95,08:00
2019,10,2019-10-01,Instagram,ModaHoje,Tecnologia,Stories,851218,58371,2647,4933,934863,1520774,1.23,08:00
2019,10,2019-10-01,Facebook,ModaHoje,Games,Imagem,577777,45731,2220,306,1159512,322555,1.69,21:00
2019,10,2019-10-01,TikTok,EducaOnline,Games,Live,430107,43145,4795,2519,1217528,114569,7.93,18:00
2019,10,2019-10-01,TikTok,ModaHoje,Games,Carrossel,783185,22738,1764,5868,360172,1079047,1.54,18:00
2019,10,2019-10-01,X,GamesBR,Tecnologia,Live,243039,51531,1559,6021,774927,2258379,10.71,12:00
2019,10,2019-10-01,LinkedIn,GamesBR,Tecnologia,Carrossel,762751,77934,2077,1621,57919,883320,6.57,21:00
2019,10,2019-10-01,X,EducaOnline,Games,Stories,900599,6732,1865,6746,833422,1275773,6.06,08:00
2019,10,2019-10-01,X,ModaHoje,Games,Carrossel,484041,53830,1569,8036,1011543,1084624,8.37,12:00
2019,10,2019-10-01,X,TechBrasil,Games,Carrossel,766590,69643,3509,5223,1569692,1345357,9.47,18:00
2019,10,2019-10-01,LinkedIn,TechBrasil,Educação,Vídeo,41056,22882,513,9734,1630938,1465192,11.96,21:00
2019,10,2019-10-01,LinkedIn,GamesBR,Tecnologia,Imagem,392999,7414,224,6551,854534,1390768,5.13,18:00
2019,10,2019-10-01,LinkedIn,ModaHoje,Educação,Live,274781,10432,3357,8138,443634,2192066,3.1,21:00
2019,10,2019-10-01,YouTube,GamesBR,Tecnologia,Vídeo,461703,54423,3451,597,1728575,1936649,8.98,21:00
2019,10,2019-10-01,YouTube,EducaOnline,Tecnologia,Imagem,374131,12056,98,4471,1933931,606693,7.0,08:00
2019,10,2019-10-01,LinkedIn,TechBrasil,Entretenimento,Carrossel,79002,15957,2798,3139,191941,188038,11.96,18:00
2019,10,2019-10-01,X,ModaHoje,Educação,Stories,551407,54481,4319,1408,1611466,190338,3.89,08:00
2019,10,2019-10-01,YouTube,ModaHoje,Educação,Imagem,751730,9023,1774,5600,1675901,157157,8.95,21:00
2019,10,2019-10-01,Facebook,EducaOnline,Educação,Carrossel,661698,24285,851,1498,302665,2414963,1.69,08:00
2019,10,2019-10-01,Facebook,GamesBR,Educação,Stories,790029,31206,477,3127,351719,1704097,11.69,18:00
2019,10,2019-10-01,LinkedIn,GamesBR,Games,Vídeo,685067,46658,4028,9434,246968,774103,3.17,12:00
2019,11,2019-11-01,TikTok,TechBrasil,Educação,Vídeo,355084,73291,2127,7128,674375,735705,3.36,21:00
2019,11,2019-11-01,X,TechBrasil,Educação,Vídeo,254555,26262,217,5134,1468274,1079935,3.68,12:00
2019,11,2019-11-01,X,ModaHoje,Games,Stories,957507,24386,4815,8402,1655071,2211013,2.79,08:00
2019,11,2019-11-01,TikTok,ModaHoje,Entretenimento,Vídeo,937794,22622,386,6391,923960,2092586,3.43,21:00
2019,11,2019-11-01,LinkedIn,EducaOnline,Entretenimento,Stories,402301,22413,3406,2290,1037262,1397243,4.92,21:00
2019,11,2019-11-01,Instagram,EducaOnline,Tecnologia,Stories,450970,75228,880,7355,800953,2413889,10.96,18:00
2019,11,2019-11-01,TikTok,TechBrasil,Games,Imagem,973359,2987,3904,4512,469432,544722,9.62,12:00
2019,11,2019-11-01,X,TechBrasil,Entretenimento,Stories,190260,79582,3618,1797,1981249,840208,9.01,12:00
2019,11,2019-11-01,Facebook,ModaHoje,Educação,Imagem,115148,31533,394,4453,777398,127976,6.6,08:00
2019,11,2019-11-01,LinkedIn,EducaOnline,Entretenimento,Imagem,898038,52681,4893,9021,1185231,222159,3.78,08:00
2019,11,2019-11-01,LinkedIn,GamesBR,Games,Live,661726,39400,2562,9009,1143724,1466715,9.47,18:00
2019,11,2019-11-01,YouTube,TechBrasil,Tecnologia,Stories,234843,59675,3148,2190,877847,666647,9.31,21:00
2019,11,2019-11-01,Facebook,EducaOnline,Games,Stories,976300,56622,1776,8181,896807,634989,0.66,18:00
2019,11,2019-11-01,X,GamesBR,Educação,Live,916783,21406,3802,7248,966559,1887000,8.67,12:00
2019,11,2019-11-01,Facebook,EducaOnline,Entretenimento,Vídeo,369991,24371,1446,6513,1553658,640770,11.37,18:00
2019,11,2019-11-01,TikTok,GamesBR,Tecnologia,Imagem,73069,50025,1452,2292,105028,1094266,7.92,21:00
2019,11,2019-11-01,TikTok,EducaOnline,Educação,Vídeo,291038,48390,4747,1512,905574,461724,1.78,21:00
2019,11,2019-11-01,Facebook,ModaHoje,Games,Vídeo,786654,71572,2732,8433,1653371,1437757,9.03,21:00
2019,11,2019-11-01,Facebook,ModaHoje,Games,Live,2730,77400,2346,4019,1331128,1913388,1.35,21:00
2019,11,2019-11-01,Instagram,EducaOnline,Tecnologia,Stories,246545,56030,792,386,353495,2320328,8.52,21:00
2019,11,2019-11-01,TikTok,GamesBR,Entretenimento,Stories,120290,25389,733,9900,870661,26110,6.09,21:00
2019,11,2019-11-01,LinkedIn,TechBrasil,Educação,Imagem,813975,58319,447,8005,1118612,1278141,1.94,18:00
2019,11,2019-11-01,Instagram,GamesBR,Games,Vídeo,578703,29764,4035,9781,1872083,1925849,11.37,18:00
2019,11,2019-11-01,Facebook,TechBrasil,Entretenimento,Vídeo,108467,73244,3734,4704,635171,2293313,4.79,12:00
2019,11,2019-11-01,YouTube,EducaOnline,Tecnologia,Carrossel,182374,31874,1163,4954,1228080,445955,11.48,18:00
2019,11,2019-11-01,X,TechBrasil,Educação,Carrossel,183645,40737,2703,6860,1293543,1414516,9.13,12:00
2019,11,2019-11-01,YouTube,EducaOnline,Educação,Live,705345,23270,2177,9140,1512475,1688486,8.88,08:00
2019,11,2019-11-01,X,EducaOnline,Educação,Live,2309,19071,3508,2659,1053121,1168998,8.88,08:00
2019,11,2019-11-01,Facebook,TechBrasil,Tecnologia,Carrossel,118592,55259,3452,4166,1300128,566209,4.11,08:00
2019,11,2019-11-01,TikTok,TechBrasil,Tecnologia,Imagem,550773,22843,542,9328,1856677,451255,10.41,21:00
2019,11,2019-11-01,YouTube,ModaHoje,Tecnologia,Vídeo,283770,30623,1162,3925,1052964,754801,2.36,12:00
2019,11,2019-11-01,Facebook,TechBrasil,Tecnologia,Vídeo,60646,79692,798,8091,744830,2455467,5.95,21:00
2019,11,2019-11-01,TikTok,ModaHoje,Entretenimento,Live,448862,61734,3070,3191,1696015,1281969,3.32,08:00
2019,11,2019-11-01,Facebook,GamesBR,Games,Vídeo,523665,57094,370,8821,1305946,545019,7.48,18:00
2019,11,2019-11-01,Facebook,GamesBR,Educação,Vídeo,513140,72980,1565,1045,981721,2265993,9.32,18:00
2019,11,2019-11-01,X,GamesBR,Entretenimento,Carrossel,575949,12281,3880,5848,792322,1132189,6.23,21:00
2019,11,2019-11-01,LinkedIn,ModaHoje,Educação,Imagem,205529,16561,4890,7299,852764,1525647,4.52,08:00
2019,12,2019-12-01,Facebook,GamesBR,Games,Live,937745,66313,1592,1245,1785273,1042741,0.82,18:00
2019,12,2019-12-01,Facebook,EducaOnline,Entretenimento,Imagem,961156,38523,3679,7919,1301443,202568,8.55,21:00
2019,12,2019-12-01,YouTube,GamesBR,Tecnologia,Live,923065,19163,504,9375,538810,762095,4.08,18:00
2019,12,2019-12-01,Facebook,ModaHoje,Tecnologia,Live,540576,54908,785,3918,433301,1427107,9.73,18:00
2019,12,2019-12-01,TikTok,ModaHoje,Educação,Carrossel,553516,67944,267,8488,943464,2027960,5.84,12:00
2019,12,2019-12-01,LinkedIn,GamesBR,Tecnologia,Imagem,635222,33777,733,8959,1351923,996820,1.94,18:00
2019,12,2019-12-01,TikTok,EducaOnline,Entretenimento,Live,884252,73722,4033,3679,1800344,1740834,5.65,21:00
2019,12,2019-12-01,Facebook,GamesBR,Tecnologia,Imagem,730654,39148,3865,3010,583801,1858685,8.08,18:00
2019,12,2019-12-01,TikTok,GamesBR,Tecnologia,Live,408323,16667,119,2456,841547,1553916,1.76,18:00
2019,12,2019-12-01,YouTube,TechBrasil,Tecnologia,Stories,337246,11842,2476,6797,401072,961133,11.59,21:00
2019,12,2019-12-01,YouTube,GamesBR,Tecnologia,Live,489489,47941,3811,5721,944595,68813,6.78,08:00
2019,12,2019-12-01,X,GamesBR,Tecnologia,Carrossel,372166,16344,4349,3213,738806,2498308,1.11,12:00
2019,12,2019-12-01,YouTube,EducaOnline,Tecnologia,Carrossel,783416,4341,1721,9742,1971344,193926,7.94,12:00
2019,12,2019-12-01,Instagram,TechBrasil,Games,Carrossel,91040,78260,1209,565,752722,326964,2.62,12:00
2019,12,2019-12-01,LinkedIn,EducaOnline,Tecnologia,Imagem,236310,9433,4171,1262,54910,1155036,1.97,08:00
2019,12,2019-12-01,X,GamesBR,Educação,Live,511944,11308,2506,9436,1570597,1622802,7.31,18:00
2019,12,2019-12-01,LinkedIn,TechBrasil,Entretenimento,Vídeo,940494,49265,1966,5848,1871445,521630,1.17,08:00
2019,12,2019-12-01,Facebook,ModaHoje,Educação,Live,913349,10351,3343,7370,1069520,1798216,3.19,08:00
2019,12,2019-12-01,YouTube,TechBrasil,Entretenimento,Stories,326657,43153,1559,4799,295139,296117,10.92,08:00
2019,12,2019-12-01,LinkedIn,GamesBR,Entretenimento,Stories,704985,22989,2788,1113,577786,216914,2.52,12:00
2019,12,2019-12-01,LinkedIn,GamesBR,Games,Live,47923,79160,92,9714,1167015,1547235,9.38,21:00
2019,12,2019-12-01,LinkedIn,EducaOnline,Educação,Vídeo,72337,54621,1670,8080,1894171,906921,4.07,18:00
2019,12,2019-12-01,LinkedIn,EducaOnline,Tecnologia,Carrossel,561524,47154,3040,2247,737141,1708360,5.66,12:00
2019,12,2019-12-01,YouTube,EducaOnline,Games,Stories,11046,76564,3226,3239,1288283,1966991,9.61,12:00
2019,12,2019-12-01,X,GamesBR,Educação,Stories,730349,56831,636,8011,400369,182887,10.96,12:00
2019,12,2019-12-01,TikTok,ModaHoje,Entretenimento,Stories,371856,25667,818,2785,1922245,289744,6.79,21:00
2019,12,2019-12-01,TikTok,TechBrasil,Games,Stories,798216,59714,3560,6003,682449,904897,11.2,18:00
2019,12,2019-12-01,X,EducaOnline,Tecnologia,Imagem,871190,36415,2928,7057,1868834,937373,5.85,08:00
2019,12,2019-12-01,TikTok,GamesBR,Tecnologia,Imagem,757598,34247,649,2020,1511648,1908681,7.28,18:00
2019,12,2019-12-01,TikTok,ModaHoje,Tecnologia,Stories,73617,55337,767,2426,1681270,1738049,1.36,18:00
2019,12,2019-12-01,YouTube,GamesBR,Tecnologia,Live,43071,33099,4436,4560,1883903,1562292,11.55,18:00
2019,12,2019-12-01,Instagram,EducaOnline,Entretenimento,Imagem,582829,63034,1724,4589,1425308,1121426,6.57,21:00
2019,12,2019-12-01,Instagram,GamesBR,Educação,Carrossel,663449,56725,60,1688,101673,776357,5.43,08:00
2019,12,2019-12-01,YouTube,TechBrasil,Tecnologia,Carrossel,417824,2793,1728,1921,342227,1322797,6.59,21:00
2019,12,2019-12-01,Instagram,EducaOnline,Educação,Carrossel,349162,3012,2835,8201,1389406,786285,6.75,12:00
2019,12,2019-12-01,TikTok,EducaOnline,Games,Carrossel,709055,41012,380,6647,1991972,913963,2.16,21:00
2019,12,2019-12-01,Instagram,GamesBR,Tecnologia,Vídeo,515870,40172,4795,7704,274649,412117,10.72,18:00
2020,1,2020-01-01,X,EducaOnline,Educação,Imagem,819489,66522,266,9410,537005,2156769,11.44,08:00
2020,1,2020-01-01,Facebook,GamesBR,Tecnologia,Stories,526098,2464,4073,5943,853363,59632,9.58,18:00
2020,1,2020-01-01,YouTube,ModaHoje,Games,Vídeo,553745,29478,1621,9187,1353997,1464457,11.6,21:00
2020,1,2020-01-01,YouTube,TechBrasil,Tecnologia,Stories,723837,36286,1309,2080,361390,1042638,2.39,21:00
2020,1,2020-01-01,X,EducaOnline,Games,Vídeo,976644,48929,288,9348,1724315,2181919,9.47,18:00
2020,1,2020-01-01,TikTok,EducaOnline,Tecnologia,Carrossel,807841,75242,853,8578,133919,1549475,5.5,12:00
2020,1,2020-01-01,X,ModaHoje,Tecnologia,Imagem,222234,5653,2941,637,647986,340454,7.87,12:00
2020,1,2020-01-01,Instagram,ModaHoje,Entretenimento,Vídeo,436219,64647,4079,6528,1520358,1288139,9.62,08:00
2020,1,2020-01-01,X,GamesBR,Games,Imagem,192489,77586,3941,9063,1594120,1538283,10.27,12:00
2020,1,2020-01-01,TikTok,EducaOnline,Educação,Vídeo,242537,8265,2011,4842,1095756,929039,11.75,08:00
2020,1,2020-01-01,X,EducaOnline,Entretenimento,Live,105232,31629,2388,3439,568619,990101,7.28,12:00
2020,1,2020-01-01,X,TechBrasil,Games,Carrossel,783838,54052,1660,222,367986,256586,6.69,18:00
2020,1,2020-01-01,YouTube,TechBrasil,Tecnologia,Carrossel,273837,12321,4549,2556,1301712,34402,6.12,18:00
2020,1,2020-01-01,X,GamesBR,Games,Live,654127,29876,2862,7108,963832,2001967,7.17,21:00
2020,1,2020-01-01,TikTok,ModaHoje,Games,Live,767046,52669,4613,8836,377468,1287394,1.69,12:00
2020,1,2020-01-01,X,EducaOnline,Tecnologia,Live,995396,48027,3447,2121,1730635,2051961,4.66,18:00
2020,1,2020-01-01,Instagram,TechBrasil,Educação,Live,154429,40002,4826,2171,588580,202380,3.6,21:00
2020,1,2020-01-01,Facebook,TechBrasil,Entretenimento,Stories,879745,31545,4736,3295,1216282,2337825,7.31,12:00
2020,1,2020-01-01,YouTube,ModaHoje,Games,Vídeo,609383,65931,4802,2146,449550,1489951,5.55,12:00
2020,1,2020-01-01,YouTube,GamesBR,Tecnologia,Live,152989,60167,2767,5420,1779845,18048,8.25,21:00
2020,1,2020-01-01,Facebook,EducaOnline,Games,Imagem,503829,79983,1460,8804,362009,988081,7.86,21:00
2020,1,2020-01-01,LinkedIn,EducaOnline,Tecnologia,Carrossel,843366,79317,556,155,631147,698867,1.49,08:00
2020,1,2020-01-01,X,ModaHoje,Tecnologia,Carrossel,159974,68514,4965,2544,201710,272094,9.43,18:00
2020,1,2020-01-01,TikTok,ModaHoje,Tecnologia,Imagem,860167,78374,1199,2672,1410232,1655107,7.1,21:00
2020,1,2020-01-01,LinkedIn,TechBrasil,Tecnologia,Vídeo,182751,27388,2238,5197,1708728,1351175,10.09,18:00
2020,1,2020-01-01,YouTube,ModaHoje,Educação,Stories,265353,7799,3100,4830,1772956,507424,6.24,21:00
2020,1,2020-01-01,TikTok,EducaOnline,Entretenimento,Imagem,311659,51619,170,5376,1152643,663896,5.03,08:00
2020,1,2020-01-01,TikTok,TechBrasil,Educação,Vídeo,997939,48531,3800,4462,1126710,971395,3.18,21:00
2020,1,2020-01-01,Facebook,EducaOnline,Games,Live,76535,70679,4888,9432,678164,1853,6.78,21:00
2020,1,2020-01-01,TikTok,TechBrasil,Tecnologia,Stories,248976,39794,2988,6096,1693438,278318,4.94,08:00
2020,1,2020-01-01,Facebook,GamesBR,Tecnologia,Stories,598483,33121,333,6662,1309126,121453,5.6,08:00
2020,1,2020-01-01,X,ModaHoje,Tecnologia,Carrossel,553937,40587,3173,7274,1477772,1574605,2.63,08:00
2020,1,2020-01-01,Instagram,TechBrasil,Entretenimento,Stories,62692,23288,837,4722,1533789,2471397,0.73,08:00
2020,1,2020-01-01,LinkedIn,EducaOnline,Educação,Vídeo,28660,32975,4283,473,562415,7532,1.72,18:00
2020,1,2020-01-01,X,EducaOnline,Tecnologia,Imagem,998333,9202,3970,5108,596089,625604,3.35,21:00
2020,1,2020-01-01,Instagram,ModaHoje,Tecnologia,Carrossel,248617,23318,3979,19,1271627,2316162,7.11,12:00
2020,1,2020-01-01,Instagram,TechBrasil,Tecnologia,Live,58724,79152,4873,6466,1478141,2373288,7.32,21:00
2020,2,2020-02-01,LinkedIn,GamesBR,Tecnologia,Carrossel,157140,64972,3675,1914,1936571,2250428,9.09,12:00
2020,2,2020-02-01,X,ModaHoje,Tecnologia,Carrossel,771630,32089,1677,1526,369296,1745850,7.81,12:00
2020,2,2020-02-01,Facebook,EducaOnline,Games,Vídeo,685813,51403,339,4114,1738125,1141682,4.32,12:00
2020,2,2020-02-01,TikTok,ModaHoje,Educação,Carrossel,705634,33442,874,5181,677375,282084,11.63,21:00
2020,2,2020-02-01,TikTok,EducaOnline,Games,Carrossel,272403,24128,451,2899,143446,2026586,7.78,21:00
2020,2,2020-02-01,Facebook,GamesBR,Educação,Live,616259,9857,3546,6843,223000,250278,2.64,12:00
2020,2,2020-02-01,TikTok,GamesBR,Tecnologia,Carrossel,923405,53735,4758,484,780795,2165592,3.64,08:00
2020,2,2020-02-01,Facebook,TechBrasil,Educação,Vídeo,306038,6765,166,633,1721571,2188569,8.3,08:00
2020,2,2020-02-01,X,TechBrasil,Educação,Vídeo,221659,75882,3197,8939,723798,1243365,8.03,18:00
2020,2,2020-02-01,Facebook,ModaHoje,Educação,Carrossel,367135,78372,295,7276,1532709,166837,6.66,08:00
2020,2,2020-02-01,TikTok,ModaHoje,Entretenimento,Vídeo,931618,77886,2184,6304,874515,1947045,7.45,12:00
2020,2,2020-02-01,X,EducaOnline,Educação,Vídeo,846274,58324,4141,2144,1600746,1712267,4.66,08:00
2020,2,2020-02-01,Instagram,GamesBR,Tecnologia,Live,8804,78889,3060,9541,25109,1930583,4.34,12:00
2020,2,2020-02-01,X,ModaHoje,Entretenimento,Imagem,842077,78485,2962,4162,1344647,2388230,10.29,21:00
2020,2,2020-02-01,TikTok,GamesBR,Tecnologia,Vídeo,31449,61498,2511,7873,1881491,320854,2.5,21:00
2020,2,2020-02-01,X,GamesBR,Educação,Live,996667,10001,595,1132,1954982,658639,3.45,18:00
2020,2,2020-02-01,Facebook,EducaOnline,Entretenimento,Vídeo,544126,79408,783,5783,1110421,2188890,10.61,21:00
2020,2,2020-02-01,Facebook,EducaOnline,Entretenimento,Vídeo,865463,74491,2273,4610,230498,249100,6.46,08:00
2020,2,2020-02-01,YouTube,ModaHoje,Tecnologia,Imagem,98149,59462,1816,6485,1081672,931855,3.34,12:00
2020,2,2020-02-01,X,GamesBR,Tecnologia,Stories,943509,41172,2660,1674,1049654,1522564,5.52,21:00
2020,2,2020-02-01,Facebook,TechBrasil,Games,Live,859686,58904,2893,374,1134259,1539042,5.09,21:00
2020,2,2020-02-01,X,GamesBR,Games,Live,201677,28872,1553,3229,951838,1859123,2.75,12:00
2020,2,2020-02-01,TikTok,ModaHoje,Games,Stories,767093,57196,698,999,1053323,1333486,4.48,18:00
2020,2,2020-02-01,Instagram,GamesBR,Tecnologia,Stories,703057,44129,747,7607,611808,177738,6.16,12:00
2020,2,2020-02-01,TikTok,EducaOnline,Educação,Carrossel,84144,4517,4022,4056,768281,2314246,9.53,08:00
2020,2,2020-02-01,LinkedIn,GamesBR,Educação,Imagem,101357,6468,3729,5444,572533,435847,5.9,21:00
2020,2,2020-02-01,X,GamesBR,Educação,Vídeo,531167,3793,953,5612,1072548,2418437,8.75,08:00
2020,2,2020-02-01,X,TechBrasil,Games,Stories,129451,70795,1336,1576,59057,1319478,9.4,18:00
2020,2,2020-02-01,TikTok,ModaHoje,Entretenimento,Live,296101,20895,156,9404,341343,1440489,0.87,18:00
2020,2,2020-02-01,YouTube,ModaHoje,Tecnologia,Imagem,902686,53037,3050,6540,1652540,2309774,1.26,21:00
2020,2,2020-02-01,X,GamesBR,Games,Vídeo,31315,38004,3442,5169,494059,1473797,2.72,21:00
2020,2,2020-02-01,Instagram,TechBrasil,Games,Imagem,329558,28623,4679,6341,770634,2435996,11.49,21:00
2020,2,2020-02-01,Instagram,EducaOnline,Games,Imagem,134862,76050,1405,1016,290593,1876702,7.81,18:00
2020,2,2020-02-01,TikTok,ModaHoje,Tecnologia,Stories,520383,30456,3583,1690,773354,584658,7.21,18:00
2020,2,2020-02-01,Instagram,TechBrasil,Tecnologia,Live,11958,54160,345,7078,209476,2416927,10.34,12:00
2020,2,2020-02-01,X,GamesBR,Tecnologia,Live,460124,13958,3720,9958,114194,2053131,3.27,12:00
2020,2,2020-02-01,LinkedIn,EducaOnline,Entretenimento,Imagem,287320,62397,3612,1952,1797272,787142,8.61,08:00
2020,3,2020-03-01,LinkedIn,ModaHoje,Educação,Imagem,195147,54304,218,3108,804072,493752,2.8,08:00
2020,3,2020-03-01,LinkedIn,GamesBR,Games,Stories,132823,11054,2688,7654,903717,1237881,7.81,08:00
2020,3,2020-03-01,YouTube,TechBrasil,Entretenimento,Imagem,940046,66391,3718,2158,1816497,1451771,1.96,21:00
2020,3,2020-03-01,X,ModaHoje,Tecnologia,Live,992486,2554,749,9000,239393,628469,2.68,12:00
2020,3,2020-03-01,LinkedIn,ModaHoje,Educação,Vídeo,398805,34253,2870,411,981647,1377048,11.21,21:00
2020,3,2020-03-01,YouTube,EducaOnline,Educação,Carrossel,300231,47897,4893,2533,1572196,1774587,6.13,21:00
2020,3,2020-03-01,LinkedIn,ModaHoje,Games,Vídeo,153191,12442,2600,855,83209,2410981,2.11,21:00
2020,3,2020-03-01,X,GamesBR,Tecnologia,Live,949660,35598,3292,2336,638670,26084,3.95,08:00
2020,3,2020-03-01,YouTube,TechBrasil,Educação,Vídeo,761631,45519,2804,1916,545030,299894,5.81,08:00
2020,3,2020-03-01,X,TechBrasil,Tecnologia,Imagem,762669,75704,3472,4666,1187396,648571,4.4,18:00
2020,3,2020-03-01,X,ModaHoje,Entretenimento,Stories,13054,64781,186,6566,245432,2479098,2.27,12:00
2020,3,2020-03-01,Instagram,TechBrasil,Tecnologia,Vídeo,217836,44060,3702,270,816944,706539,3.53,18:00
2020,3,2020-03-01,LinkedIn,GamesBR,Games,Imagem,588809,14299,4554,7981,1686375,29346,7.53,12:00
2020,3,2020-03-01,Instagram,EducaOnline,Entretenimento,Stories,59804,57601,3854,5882,1129884,1489728,1.3,18:00
2020,3,2020-03-01,TikTok,TechBrasil,Games,Live,255932,22922,381,9009,1996349,474942,10.84,18:00
2020,3,2020-03-01,TikTok,ModaHoje,Entretenimento,Stories,969425,50978,1120,6932,1062973,2474672,11.7,18:00
2020,3,2020-03-01,YouTube,ModaHoje,Tecnologia,Live,1619,23636,271,5784,1313639,912641,11.77,08:00
2020,3,2020-03-01,X,EducaOnline,Entretenimento,Carrossel,461173,35407,2810,3606,1444482,1753910,5.16,21:00
2020,3,2020-03-01,YouTube,ModaHoje,Tecnologia,Imagem,672144,39364,4648,8972,1289206,1936277,5.63,18:00
2020,3,2020-03-01,LinkedIn,GamesBR,Entretenimento,Stories,2639,15751,2850,8645,1827205,235869,1.76,12:00
2020,3,2020-03-01,TikTok,TechBrasil,Entretenimento,Carrossel,874621,47612,1965,6369,1948005,890924,7.23,08:00
2020,3,2020-03-01,Facebook,TechBrasil,Games,Live,748129,10937,4563,3450,104220,1856797,6.01,08:00
2020,3,2020-03-01,TikTok,GamesBR,Games,Imagem,338204,52266,1196,144,690365,1394091,9.73,12:00
2020,3,2020-03-01,YouTube,GamesBR,Entretenimento,Stories,711454,70290,3492,1444,1590527,345013,2.45,12:00
2020,3,2020-03-01,YouTube,GamesBR,Games,Vídeo,988156,38472,394,5486,339718,138696,1.19,12:00
2020,3,2020-03-01,X,TechBrasil,Entretenimento,Live,461945,21617,3079,1391,1397515,1817926,10.05,08:00
2020,3,2020-03-01,Instagram,TechBrasil,Tecnologia,Stories,181247,4314,4523,397,630155,1926176,2.58,08:00
2020,3,2020-03-01,TikTok,GamesBR,Tecnologia,Carrossel,196315,62333,2179,683,669127,1893994,9.96,08:00
2020,3,2020-03-01,YouTube,TechBrasil,Games,Imagem,596939,34638,1335,6441,41392,2154950,8.54,12:00
2020,3,2020-03-01,LinkedIn,EducaOnline,Educação,Stories,655244,64040,3606,1498,1068412,1285222,6.76,21:00
2020,3,2020-03-01,YouTube,EducaOnline,Entretenimento,Carrossel,328805,15599,1229,1270,397031,1220740,11.33,12:00
2020,3,2020-03-01,LinkedIn,TechBrasil,Entretenimento,Carrossel,746793,73691,4809,7140,549607,524719,9.28,21:00
